recno	P	Cluster	RAJ2000	DEJ2000	Class	Diam	Dist	E(B-V)	Age	r_pmRA	pmRA	pmDE	Nc	K14	RV	o_RV	r_RV	[Fe/H]	o_[Fe/H]	TrType	WEBDA	Lynga
1617		FSR 0051	18 13 04	-13 19 51	IR	3.6	4415	1.166	6.1	D14	0.48	0.09	13	K14							WEBDA	Lynga
1618		NGC 6573	18 13 41	-22 07 06		1.8	460	2.48	7.0	D14	-1.82	-2.42	58	K14							WEBDA	Lynga
1619		FSR 0046	18 14 20	-17 19 19	IR	6.3	4736	1.936	8.4	D14	0.42	-3.47	109	K14							WEBDA	Lynga
1620	P	Markarian 38	18 15 17	-19 00 00		2.0	1471	0.405	6.882	K05	-1.76	-2.12	9	K14	-3.2	2	K07	0.18	2		WEBDA	Lynga
1621		ASCC 94	18 15 36	-14 59 24		30.0	850	0.2	8.78	D14	1.29	-0.36	1786	K14	-20.88	2	D14				WEBDA	Lynga
1622		NGC 6583	18 15 49	-22 08 12		5.0	2040	0.51	9.0	MRZ	-8.75	-6.55	2	K14	3.0	2	MRZ	0.37	2	1-2-m-*	WEBDA	Lynga
1623		ASCC 95	18 16 05	-25 42 36		38.4	1500	0.32	8.04	D14	-0.95	-5.1	13880	K14							WEBDA	Lynga
1624		ESO 335 05	18 16 07	-41 03 48	d	7.0	7562	0.021	9.2	D14	-1.21	-1.0	224	K14							WEBDA	Lynga
1625		Collinder 469	18 16 34	-18 18 42		3.0	1481	0.418	7.799	D14	1.09	-1.52	112	K14							WEBDA	Lynga
1626		NGC 6595	18 17 04	-19 51 54		4.0	1640	0.94	8.65	D14	2.73	-3.26	28	K14						3-3-m-n	WEBDA	Lynga
1627		Turner 4	18 17 08	-18 42 00		3.5	2330		7.0	D14	0.44	-1.08	162	K14							WEBDA	Lynga
1628		Turner 2	18 17 11	-18 49 27		7.6	1190	0.36	8.0	D14	1.25	-0.77	406	K14							WEBDA	Lynga
1629		Trumpler 32	18 17 30	-13 21 00		5.0	1720	0.64	8.48	D14	-0.91	-0.34	75	K14							WEBDA	Lynga
1630		NGC 6596	18 17 33	-16 39 00		10.0	1100	0.15	8.6	D14	1.31	-1.32	300	K14	128.84	2	D14			1-2-m-*	WEBDA	Lynga
1631		Turner 3	18 17 34	-18 51 50		2.0	1790		7.46	K14	2.4	-1.43	50	K14							WEBDA	Lynga
1632		Dias 5	18 17 40	-19 40 12		3.0	1760	0.33	7.14	D14	1.69	-0.54	62	K14	-7.5	1	D14				WEBDA	Lynga
1633	P	NGC 6604	18 18 03	-12 14 30		5.0	1696	0.97	6.81	D14	-2.15	-3.05	79	K14	-5.43	3	D14				WEBDA	Lynga
1634	P	NGC 6603	18 18 26	-18 24 24		6.0	3600	0.79	8.3	D14	1.06	-0.72	460	K14	21.34	4	FM09	0.43	7		WEBDA	Lynga
1635		Alessi 19	18 18 28	+12 10 00		88.0	550	0.04	8.0	AMD	0.42	-6.56	18	K14	7.73	5	D14				WEBDA	Lynga
1636	P	NGC 6611	18 18 48	-13 48 24	v	6.0	1800	0.8	6.11	D14	-1.49	-1.12	171	K14	10.0	33	ESLK				WEBDA	Lynga
1637		ESO 522 16	18 19 05	-27 07 48	d	1.6				D14	-3.85	-4.96	88	K14							WEBDA	Lynga
1638	P	NGC 6613	18 19 58	-17 06 06		5.0	1296	0.45	7.223	BDW	-1.02	-1.33	3	K14	-14.02	3	D14				WEBDA	Lynga
1639		Ferrero 1	18 20 13	-32 21 06		30.0	750	0.15	8.27	D14	-1.3	-4.28	4827	K14	-35.0	1	D14				WEBDA	Lynga
1640		NGC 6588	18 20 33	-63 48 30		5.0	2314	0.08	9.65	D14	-2.06	-8.25	23	K14				-0.24		4-2-p-*	WEBDA	Lynga
1641	P	NGC 6618	18 20 47	-16 10 18		25.0	1300	1.51	6.0	D14	1.51	-1.74	1082	K14	-25.3	3	DL03	0.132	1		WEBDA	Lynga
1642		Kronberger 2	18 21 19	-14 17 24		2.5	3065	1.1	8.0	K14	1.09	0.26	24	K14							WEBDA	Lynga
1643	P	Ruprecht 140	18 21 51	-33 13 00	a	6.0				D14	0.9	-3.67	213	K14						4-1-p-*	WEBDA	Lynga
1644		Kharchenko 2	18 22 17	-14 35 24		2.8	1990	0.72	8.0	D06	-0.69	-2.45	29	K14							WEBDA	Lynga
1645		Kronberger 25	18 22 40	-14 43 41		0.8	1220	1.32	7.7					K14							WEBDA	Lynga
1646		Kharchenko 3	18 22 47	-14 38 00		8.0	2130	0.72	8.0	D14	1.8	0.06	365	K14	21.0	1	D14				WEBDA	Lynga
1647		NGC 6625	18 22 50	-11 57 42	r	15.4	1335	1.21	8.7	D14	-0.71	-1.21	513	K14						4-3-m-n	WEBDA	Lynga
1648		Dolidze 52	18 23 54	-16 39 00		6.0	1318	0.625	7.3	D14	0.75	-4.21	101	K14							WEBDA	Lynga
1649	P	Trumpler 33	18 24 42	-19 43 00		5.0	1755	0.357	7.685	D14	-0.43	-1.55	174	K14	-16.2	1	D14	-1.544	1		WEBDA	Lynga
1650		Ruprecht 170	18 25 12	-10 00 00		8.0	5785	1.208	6.0	D14	-3.18	-1.19	226	K14						4-1-m-*	WEBDA	Lynga
1651		Dolidze 28	18 25 29	-14 39 21	OC	11.6	1258	0.937	8.25	D14	0.17	-1.47	314	K14	0.6	1	D14			4-1-p-*	WEBDA	Lynga
1652		Mamajek 4	18 26 00	-51 00 00		84.0	385	0.05	8.8	MAM	4.4	-19.4		K14	-43.4	1	MAM				WEBDA	Lynga
1653		Bica 3	18 26 04	-13 03 32		3.5	1640	2.18	7.4	D14	1.8	0.95	85	K14							WEBDA	Lynga
1654	P	NGC 6631	18 27 11	-12 01 48		6.0	2600	0.45	8.6	D14	-0.28	-3.57	226	K14						2-1-m-*	WEBDA	Lynga
1655	P	NGC 6633	18 27 15	+06 30 30		20.0	376	0.182	8.629	D14	-2.27	-4.95	872	K14	-28.95	6	MMU	0.06	3		WEBDA	Lynga
1656		FSR 0059	18 29 04	-11 58 31	IR	5.4	1550	1.083	8.4	D14	0.36	-1.25	67	K14							WEBDA	Lynga
1657		FSR 0054	18 30 24	-15 03 47	IR	1.0	2325	0.833	8.905	D14	-0.6	0.69	53	K14							WEBDA	Lynga
1658		Dias 6	18 30 30	-12 18 59		6.0	2239	0.87	8.85	D14	-1.04	-1.65	105	K14							WEBDA	Lynga
1659		NGC 6639	18 30 59	-13 09 18	n	5.0	700	0.2	8.86	D14	-0.36	-2.87	174	K14	7.0	1	K05				WEBDA	Lynga
1660		Ruprecht 141	18 31 18	-12 19 00		16.0	1800	0.45	7.48	D14	-1.13	-0.76	748	K14	30.7	1	D14			4-1-p-*	WEBDA	Lynga
1661	P	IC 4725	18 31 47	-19 07 00		29.0	620	0.476	7.965	TYC	-4.01	-5.7	50	K14	2.4	2	MMB	0.17			WEBDA	Lynga
1662		FSR 0052	18 32 03	-15 41 18	IR	2.6	1173	0.479	7.5	K14	-0.69	-3.18	19	K14	2.0	1	K14				WEBDA	Lynga
1663		Ruprecht 142	18 32 11	-12 13 47		6.6	1735	0.91	8.6	D14	-0.81	-1.08	222	K14						4-1-p-*	WEBDA	Lynga
1664		Ruprecht 171	18 32 11	-16 02 59		11.4	1140	0.12	9.5	D14	1.58	0.32	736	K14						3-1-r-*	WEBDA	Lynga
1665		Ruprecht 143	18 32 36	-12 08 00		5.0	2062	1.02	8.65	D14	-0.36	-0.58	158	K14						4-1-m-*	WEBDA	Lynga
1666		NGC 6645	18 32 37	-16 53 08		14.8	1245	0.36	8.6	D14	-2.36	-1.9	1508	K14						4-1-m-*	WEBDA	Lynga
1667	P	NGC 6649	18 33 27	-10 24 12		5.0	1369	1.201	7.566	LOK	0.93	-3.84	7	K14	-8.59	4	MMU				WEBDA	Lynga
1668		Ruprecht 144	18 33 34	-11 25 00		12.0	1600	0.77	8.65	D14	-2.7	1.46	358	K14						4-1-p-*	WEBDA	Lynga
1669		Alessi 40	18 36 35	-19 27 54		51.6	800	0.4	7.88	K05	-2.09	-6.21	14	K14	-16.31	2	RAVE	0.129	2		WEBDA	Lynga
1670	P	NGC 6664	18 36 37	-07 48 48		12.0	1164	0.709	7.162	BDW	-0.31	-2.31	2	K14	18.58	3	MMU				WEBDA	Lynga
1671	P	IC 4756	18 39 00	+05 27 00		39.0	484	0.192	8.699	TYC	-0.14	-3.4	30	K14	-25.8	13	MM90	-0.01	12		WEBDA	Lynga
1672		Stephenson 2	18 39 41	-06 01 41		4.5	5900	1.2	7.3	D14	-0.44	0.8	62	K14							WEBDA	Lynga
1673		Trumpler 34	18 39 48	-08 25 00		5.0	1342	0.812	8.585	D14	-0.3	-3.99	205	K14						4-2-m-*	WEBDA	Lynga
1674		ESO 281 24	18 39 59	-44 11 54		6.0	3830	0.573	8.945	D14	-1.51	-3.98	75	K14						3-3-p-*	WEBDA	Lynga
1675		Dolidze 32	18 41 05	-04 04 51		9.8	1381	1.457	6.0	D14	-0.67	-1.75	357	K14	14.0	1	D14			2-2-m-*	WEBDA	Lynga
1676		Dolidze 33	18 41 18	-04 21 37	d	9.0	1067	1.03	7.5	D14	-0.5	-1.9	200	K14				-0.05		3-2-m-*	WEBDA	Lynga
1677		Dolidze 34	18 41 54	-04 16 37	d	4.0	1422	1.041	7.95	D14	-0.05	-1.17	66	K14	7.0	1	K14			4-1-p-*	WEBDA	Lynga
1678		NGC 6683	18 42 13	-06 12 42		3.0	1197	0.54	7.0	D14	-1.04	-2.09	120	K14							WEBDA	Lynga
1679		Teutsch 145	18 42 29	-05 15 12		1.9	2700	1.9	8.3	K14	-1.68	-7.66	32	K14							WEBDA	Lynga
1680		ASCC 98	18 42 36	-33 37 48		78.0	800	0.04	8.33	K05	0.69	-5.26	20	K14	-54.0	1	K05				WEBDA	Lynga
1681	P	Trumpler 35	18 42 54	-04 08 00		5.0	1206	1.218	7.862	D14	0.34	-3.23	127	K14	-4.7		RGDZ				WEBDA	Lynga
1682		Andrews Lindsay 5	18 44 19	-04 55 48		2.3	2289	2.415	6.0	K14	2.59	-6.33	17	K14							WEBDA	Lynga
1683	P	Berkeley 79	18 45 12	-01 13 00		6.0	2300	1.19	7.81	D14	1.67	1.32	83	K14							WEBDA	Lynga
1684	P	NGC 6694	18 45 18	-09 23 00		7.0	1660	0.51	8.26	BDW	-1.73	-0.91	1	K14	-9.1	2	MMU	-0.09			WEBDA	Lynga
1685		FSR 0087	18 46 00	-03 37 15	IR	4.6	1174	1.562	8.25	D14	1.66	0.04	17	K14							WEBDA	Lynga
1686		FSR 0098	18 47 31	+00 36 51	IR	1.8	5387	1.999	6.1	K14	0.54	-6.54	59	K14							WEBDA	Lynga
1687		NGC 6698	18 48 04	-25 52 42		11.0	1150	0.32	9.28	D14	-6.79	0.42	403	K14							WEBDA	Lynga
1688	P	Basel 1	18 48 12	-05 51 00		5.0	2178	0.482	7.893	D14	-1.07	-3.24	181	K14							WEBDA	Lynga
1689		FSR 0089	18 48 39	-03 30 34	IR	5.0	1516	1.853	8.3	D14	1.03	-2.91	17	K14							WEBDA	Lynga
1690		ASCC 99	18 49 05	-18 43 48		27.6	280	0.15	8.71	K05	6.9	-2.5	7	K14	-31.3	1	D14				WEBDA	Lynga
1691		FSR 0101	18 49 14	+02 46 06	IR	2.8	1900	2.37	8.95	K14	0.99	-0.98	67	K14							WEBDA	Lynga
1692		Czernik 38	18 49 42	+04 56 00		5.0	1910	2.03	7.0	D14	1.77	-4.86	38	K14						1-2-r-*	WEBDA	Lynga
1693		FSR 0094	18 49 50	-01 02 55	IR	0.8	2069	2.644	6.0	K14	0.99	-6.71	11	K14							WEBDA	Lynga
1694		FSR 0090	18 50 20	-03 34 42	IR	2.6	1388	0.895	8.695	K14	-0.29	-3.68	19	K14							WEBDA	Lynga
1695		Ruprecht 145	18 50 36	-18 15 00		35.0	320	0.18	7.5	KHA	6.1	-5.31	20	K14	-8.8	2	K14	-0.127	1	3-1-m-*	WEBDA	Lynga
1696	P	NGC 6704	18 50 45	-05 12 18		5.0	2974	0.717	7.863	D14	-1.69	-2.04	179	K14							WEBDA	Lynga
1697	P	NGC 6705	18 51 05	-06 16 12		32.0	1877	0.428	8.4	D14	-1.23	1.31	5367	K14	35.08	15	MMU	0.0	27		WEBDA	Lynga
1698	P	NGC 6709	18 51 18	+10 19 06		14.0	1075	0.304	8.178	D14	-0.17	-2.62	700	K14	-10.22	2	MMU				WEBDA	Lynga
1699		Teutsch 146	18 51 34	+00 11 10		1.6	3800	1.83	8.6	D14	-1.35	2.03	15	K14							WEBDA	Lynga
1700	P	Collinder 394	18 52 16	-20 12 12		22.0	690	0.235	7.803	D14	1.96	-3.78	1433	K14	6.0		RGDZ				WEBDA	Lynga
1701	P	Stephenson 1	18 53 30	+36 55 00		20.0	390	0.04	7.731	D14	1.4	-2.46	261	K14	-27.47	3	K07				WEBDA	Lynga
1702		Berkeley 80	18 54 22	-01 13 00		4.0	1413	1.31	8.6	D14	0.91	0.26	52	K14				0.0		2-1-p-*	WEBDA	Lynga
1703	P	NGC 6716	18 54 34	-19 54 06		10.0	789	0.22	7.961	D14	0.45	-1.56	390	K14	6.0	1	D14	-0.31			WEBDA	Lynga
1704		Archinal 1	18 54 49	+05 32 54		2.0	1413	1.52	7.1	K14	-0.29	-3.13	49	K14						2-3-p-*	WEBDA	Lynga
1705		Poole J1855+10.8	18 55 03	+10 47 21		6.0	4457	0.791	8.975	D14	-1.72	-3.2	126	K14							WEBDA	Lynga
1706		Alessi 62	18 55 49	+21 34 49		23.0	546	0.167	8.95	D14	-1.84	-2.48	1102	K14							WEBDA	Lynga
1707		Poole J1856+10.8	18 55 53	+10 46 17		3.5	4389	0.895	8.975	D14	-0.9	-3.09	75	K14							WEBDA	Lynga
1708		ESO 524 01	18 56 37	-26 57 39		6.0	2800	0.3	9.5	D14	-1.49	-4.76	126	K14							WEBDA	Lynga
1709		NGC 6724	18 56 45	+10 26 47		6.0	1105	1.0	8.95	D14	-1.21	-3.59	138	K14							WEBDA	Lynga
1710		NGC 6728	18 58 44	-08 58 12		15.6	1000	0.15	8.93	D14	-0.78	-5.95	1056	K14							WEBDA	Lynga
1711		NGC 6735	19 00 37	-00 28 30		12.0	1466	0.87	8.7	D14	1.0	-1.71	505	K14							WEBDA	Lynga
1712		NGC 6743	19 01 20	+29 16 36		7.0	1111	0.19	9.15	D14	1.09	-4.09	120	K14							WEBDA	Lynga
1713		NGC 6738	19 01 21	+11 36 54	n	15.0	700	0.05	9.16	D14	1.19	-3.2	626	K14						4-2-p-*	WEBDA	Lynga
1714		ASCC 100	19 01 37	+33 34 12		37.2	350	0.02	8.01	K05	2.29	-1.51	11	K14	-25.96	3	D14				WEBDA	Lynga
1715	P	Berkeley 81	19 01 40	-00 27 22		5.0	3000	1.0	9.0	D14	1.46	-0.7	186	K14	48.1	17	HF14	-0.15	6		WEBDA	Lynga
1716		NGC 6737	19 02 20	-18 32 59	n	8.8	2120	0.76	8.7	D14	-0.97	-1.75	264	K14							WEBDA	Lynga
1717		FSR 0100	19 03 54	-00 01 34	IR	2.1	2687	2.186	8.0	K14	1.56	-3.61	30	K14							WEBDA	Lynga
1718		ESO 397 01	19 04 09	-33 23 06		6.0	1089	0.19	9.1	D14	-0.5	-3.65	83	K14						4-3-p-*	WEBDA	Lynga
1719		Alessi 56	19 06 52	+09 35 00		2.2	3900	2.0		K14	0.23	0.17	18	K14							WEBDA	Lynga
1720		Juchert 3	19 07 33	+06 17 10		3.0	828	1.67	8.95	D14	-1.27	-2.35	12	K14							WEBDA	Lynga
1721		Czernik 39	19 07 44	+04 20 00		2.5	1340	2.9	7.0	K14	-6.03	-7.96	38	K14						3-2-m-*	WEBDA	Lynga
1722	P	NGC 6755	19 07 49	+04 16 00		14.0	1421	0.826	7.719	D14	0.19	-3.16	713	K14	26.63	2	MMU				WEBDA	Lynga
1723	P	NGC 6756	19 08 42	+04 42 18		4.0	1507	1.18	7.79	D14	-1.03	-3.43	121	K14				0.1			WEBDA	Lynga
1724		FSR 0107	19 09 02	+01 32 10	IR	7.2	2847	1.02	9.1	D14	-1.73	-4.49	288	K14							WEBDA	Lynga
1725		Riddle 15	19 11 09	+14 50 04		0.8	6288	1.42	9.1	K14	-3.67	-7.0	36	K14							WEBDA	Lynga
1726	P	Berkeley 82	19 11 20	+13 07 06		2.0	860	1.021	7.493	LOK	-0.06	-4.38	3	K14	-2.8	2	K14				WEBDA	Lynga
1727		FSR 0124	19 11 42	+12 03 05	IR	3.2	3026	1.228	8.75	D14	0.98	-1.37	86	K14							WEBDA	Lynga
1728		FSR 0123	19 11 42	+12 03 05	IR	1.8	3308	1.249	8.76	D14	2.05	-1.01	54	K14							WEBDA	Lynga
1729		ASCC 101	19 13 37	+36 19 48		43.2	350	0.0	8.52	K05	0.81	1.87	12	K14	-32.0	1	D14				WEBDA	Lynga
1730		ESO 282 26	19 13 52	-42 38 54	p	15.0	1400	0.1	9.11	D14	1.92	-6.59	199	K14						4-3-p-*	WEBDA	Lynga
1731		NGC 6773	19 15 03	+04 52 54		8.6	2160	1.16	8.0	D14	-2.57	-1.55	206	K14							WEBDA	Lynga
1732		Berkeley 43	19 15 36	+11 13 00		5.0	1030	2.3	8.5	D14	16.65	18.8	6	K14				0.0		2-1-m-*	WEBDA	Lynga
1733		Ruprecht 147	19 16 42	-16 17 00		25.0	295	0.25	9.4	CWW	-1.1	-27.3		K14	41.07	4	CWW			4-2-p-*	WEBDA	Lynga
1734		NGC 6775	19 16 48	-00 55 24		2.4	1185	0.48	8.95	K14	2.28	-7.45	50	K14							WEBDA	Lynga
1735		ESO 231 30	19 16 52	-51 29 30		20.0	3276	0.073	9.5	D14	-0.41	-4.76	283	K14	43.65	1	D14			4-3-p-*	WEBDA	Lynga
1736		Berkeley 44	19 17 12	+19 33 00		10.0	1800	1.4	9.11	D14	0.99	-4.92	173	K14	-9.6	32	HF14			3-1-m-*	WEBDA	Lynga
1737		ESO 141 47	19 18 03	-57 54 12	p	7.0	1787	0.33	9.1	D14	2.9	-7.89	57	K14	-23.5	1	D14				WEBDA	Lynga
1738		Berkeley 45	19 19 12	+15 43 00		2.0	2350	1.4	8.6	K14	0.12	-3.97	40	K14						2-1-p-*	WEBDA	Lynga
1739		ESO 337 23	19 19 13	-37 37 18		5.0	1995	0.312	9.2	D14	-0.58	-3.68	32	K14							WEBDA	Lynga
1740	P	NGC 6791	19 20 53	+37 46 18		10.0	5035	0.16	9.92	D14	-0.83	-4.91	321	K14	-47.4	193	TGMP	0.42	21		WEBDA	Lynga
1741		Alessi 57	19 20 54	+15 40 36		2.5	3900	2.11		K14	0.57	-5.89	19	K14							WEBDA	Lynga
1742		FSR 0126	19 21 09	+13 46 30	IR	6.2	2110	1.176	6.95	D14	2.02	-2.38	47	K14							WEBDA	Lynga
1743		Juchert 1	19 22 32	+12 40 00		3.2	2623	1.27	9.1	D14	2.59	1.79	10	K14							WEBDA	Lynga
1744		NGC 6793	19 23 14	+22 08 30		6.0	1100	0.17	8.64	D14	2.9	1.41	139	K14						3-2-p-*	WEBDA	Lynga
1745		FSR 0134	19 24 30	+16 53 33	IR	3.3	2478	1.645	7.0	D14	1.42	-7.25	21	K14							WEBDA	Lynga
1746		ASCC 102	19 24 50	+29 57 00		21.6	1500	0.0	8.79	D14	-1.0	-1.4	1232	K14							WEBDA	Lynga
1747		Kronberger 13	19 25 15	+13 56 42		1.2	1380	1.13	8.6	D14	1.65	4.07	12	K14							WEBDA	Lynga
1748		Dolidze 35	19 25 24	+11 39 30	d	7.0	708	0.57	8.6	D14	-2.18	-4.01	54	K14				0.0		4-2-p-*	WEBDA	Lynga
1749		FSR 0118	19 25 45	+08 05 42	IR	2.7	2883	0.625	9.025	K14	-5.78	-3.56	61	K14							WEBDA	Lynga
1750		FSR 0129	19 26 56	+13 58 56	IR	6.2	1305	1.312	8.48	D14	-0.39	0.18	52	K14							WEBDA	Lynga
1751		NGC 6800	19 27 07	+25 08 24		5.0	1000	0.4	8.59	D14	-0.53	-3.27	110	K14						4-1-p-*	WEBDA	Lynga
1752		ESO 525 08	19 27 16	-23 34 35		6.0	1640	0.36	9.0	D14	0.99	-1.43	61	K14							WEBDA	Lynga
1753		Berkeley 47	19 28 36	+17 22 06		3.0	1070	1.5	8.7	D14	0.45	0.88	48	K14						2-2-p-*	WEBDA	Lynga
1754		King 26	19 29 01	+14 52 02		4.4	2600	1.27	8.64	D14	0.21	-2.55	73	K14						2-1-p-*	WEBDA	Lynga
1755		Teutsch 40	19 29 16	+23 18 38		5.0	2980	0.96	8.9	D14	-3.83	-0.12	98	K14							WEBDA	Lynga
1756		FSR 0133	19 29 47	+15 34 28	IR	7.6	2814	2.186	8.415	D14	0.77	-3.46	73	K14							WEBDA	Lynga
1757		Teutsch 42	19 30 13	+18 32 09		1.2	1600	2.55	7.5	D14	-1.96	-5.06	11	K14							WEBDA	Lynga
1758	P	NGC 6802	19 30 35	+20 15 42		5.0	1778	0.84	8.98	D14	-1.82	-4.3	167	K14	12.4	25	HF14	0.03			WEBDA	Lynga
1759		FSR 0131	19 30 42	+15 25 59	IR	3.4	1303	2.873	6.7	D14	-2.08	-2.85	10	K14							WEBDA	Lynga
1760		Kronberger 79	19 33 55	+18 31 12		2.1	2700	1.3	8.35	K14	3.03	-3.09	56	K14							WEBDA	Lynga
1761		FSR 0142	19 35 39	+20 07 44	IR	4.5	2669	1.145	6.4	D14	-2.4	-0.69	74	K14							WEBDA	Lynga
1762		Stock 1	19 35 48	+25 13 00		52.0	318	0.16	8.48	KHA	5.72	1.44	18	K14							WEBDA	Lynga
1763		Teutsch 35	19 35 56	+35 40 06		43.2	700	0.0	8.37	D14	-1.96	-2.57	3662	K14							WEBDA	Lynga
1764	P	NGC 6811	19 37 17	+46 23 18		14.0	1215	0.16	8.799	D14	-4.47	-7.63	319	K14	6.68	5	MBNB	-0.02	2		WEBDA	Lynga
1765		Teutsch 27	19 37 23	+18 41 55		3.6	2480	0.96	8.78	D14	-1.76	-5.0	68	K14							WEBDA	Lynga
1766		Collinder 401	19 38 21	+00 20 43	nf	1.0				D14	-3.22	4.57	11	K14							WEBDA	Lynga
1767		ASCC 104	19 38 53	+18 41 24		57.6	800	0.33	7.71	K05	-0.09	-4.65	22	K14	-6.68	3	D14				WEBDA	Lynga
1768		Saurer 5	19 39 31	+25 38 42		1.8	8329	1.15	9.05	D14	-6.11	5.06	13	K14							WEBDA	Lynga
1769		Kronberger 31	19 40 11	+26 15 48		1.3	11900	0.84		D14	-3.94	-2.92	40	K14							WEBDA	Lynga
1770	P	NGC 6819	19 41 16	+40 11 49		13.0	2403	0.16	9.36	D14	-6.07	-3.57	873	K14	2.3	537	GSC	-0.02	0		WEBDA	Lynga
1771		ASCC 105	19 41 46	+27 22 48		72.0	500	0.09	8.0	K05	0.91	-3.76	32	K14	-18.75	2	K07				WEBDA	Lynga
1772		Skiff J1942+38.6	19 42 24	+38 39 00		10.0	2642	0.125	9.25	D14	-6.47	-5.12	285	K14							WEBDA	Lynga
1773		Collinder 404	19 42 28	+23 05 16		0.8								K14							WEBDA	Lynga
1774		Alessi 44	19 42 33	+01 31 23		79.2	500	0.35	8.42	K05	-1.16	-2.74	14	K14	-62.2	1	K07				WEBDA	Lynga
1775		Czernik 40	19 42 36	+21 09 14		14.4	3090	0.99	8.9	D14	-1.37	-4.48	492	K14						2-2-m-*	WEBDA	Lynga
1776		Teutsch 43	19 42 46	+29 51 37		2.6	2100	1.38	9.3	K14	-4.43	-4.46	25	K14							WEBDA	Lynga
1777	P	NGC 6823	19 43 09	+23 18 00		6.0	3176	0.854	6.5	BDW	-1.41	-3.04	2	K14	13.59	2	D14				WEBDA	Lynga
1778		FSR 0160	19 44 44	+26 54 36	IR	2.2	2289	0.937	8.69	K14	-3.83	-3.89	90	K14							WEBDA	Lynga
1779		Turner 9	19 44 49	+29 15 54		33.0	852		8.2	D14	-1.62	-4.35	4918	K14	-18.52	6	K07				WEBDA	Lynga
1780		Roslund 1	19 45 00	+17 31 00		3.0	670	0.05	8.47	K05	1.18	-7.08	7	K14						4-1-p-*	WEBDA	Lynga
1781		Kronberger 4	19 45 11	+28 09 40		1.3	7900	0.56		D14	-2.8	-4.69	50	K14							WEBDA	Lynga
1782		Turner 8	19 45 16	+27 50 30		5.0	2160	1.16	9.7	D14	-0.6	-5.73	86	K14							WEBDA	Lynga
1783		Roslund 2	19 45 24	+23 55 00		14.0	2000	0.9	6.89	D14	-1.13	-4.1	271	K14	1.0	1	D14			4-2-p-n	WEBDA	Lynga
1784		Dolidze 53	19 46 23	+24 39 05	o	12.8	1392	0.874	7.335	D14	-0.99	-3.49	190	K14	-1.0	1	D14				WEBDA	Lynga
1785		Teutsch 7	19 47 42	+24 15 34		8.0	7070	1.57	8.48	D14	-0.11	-1.66	131	K14				0.17	3		WEBDA	Lynga
1786		FSR 0154	19 47 58	+23 21 02	IR	0.8	4394	1.509	7.0	K14	-3.58	-5.33	215	K14							WEBDA	Lynga
1787		FSR 0158	19 47 59	+26 01 56	IR	1.2	2769	1.208	8.505	D14	0.58	-6.26	29	K14							WEBDA	Lynga
1788		NGC 6832	19 48 15	+59 25 18		24.0	1750	0.1	9.48	D14	-1.17	-2.94	353	K14							WEBDA	Lynga
1789	P	Turner 1	19 48 25	+27 17 35		4.0	1675	0.476	7.46	D14	-3.48	-3.81	64	K14	0.5	1	D14				WEBDA	Lynga
1790		ASCC 107	19 48 32	+21 57 36		13.2	700	0.2	8.41	D14	0.93	-4.04	423	K14	-7.0	1	D14				WEBDA	Lynga
1791		NGC 6827	19 48 53	+21 12 54	r	3.0	4550	0.78	8.98	D14	1.92	-5.07	70	K14						2-2-m-*	WEBDA	Lynga
1792		Dias 7	19 49 21	+21 10 12		10.0	2540	0.42	9.3	D14	0.48	-6.19	410	K14							WEBDA	Lynga
1793		NGC 6828	19 50 17	+07 54 12	n	9.0	600	0.2	8.56	D14	0.25	-4.98	152	K14	-21.0	1	K05				WEBDA	Lynga
1794	P	NGC 6830	19 50 59	+23 06 00		5.0	1639	0.501	7.572	BDW	0.89	-2.76	1	K14	-30.9	1	K07	0.24			WEBDA	Lynga
1795		Czernik 41	19 51 01	+25 16 07		4.4	1360	1.28	8.7	D14	-2.49	-2.6	68	K14						3-2-m-*	WEBDA	Lynga
1796		Saurer 6	19 51 02	+32 14 35		1.8	9330	0.77	9.29	D14	-2.08	-1.56	34	K14							WEBDA	Lynga
1797		FSR 0182	19 51 46	+33 30 43	IR	1.2	4569	0.625	9.0	D14	-2.79	-3.78	60	K14							WEBDA	Lynga
1798		Dias 8	19 52 06	+11 38 04		10.0	2220	0.3	9.35	D14	-2.56	-3.28	237	K14							WEBDA	Lynga
1799	P	NGC 6834	19 52 12	+29 24 30		5.0	2067	0.708	7.883	D14	-3.43	-3.16	171	K14	-6.8	1	D14				WEBDA	Lynga
1800	P	Harvard 20	19 53 06	+18 20 00		7.0	1604	0.229	8.05	D14	-1.68	-0.93	241	K14							WEBDA	Lynga
1801		NGC 6837	19 53 08	+11 41 54		4.6	943	0.25	9.0	D14	-1.61	-0.76	60	K14						4-1-p-*	WEBDA	Lynga
1802		ASCC 108	19 53 49	+39 22 12		26.4	1100	0.05	8.64	K05	-0.21	-0.81	12	K14							WEBDA	Lynga
1803		ASCC 109	19 54 00	+34 34 48		60.0	450	0.0	8.31	K05	0.47	-2.23	16	K14							WEBDA	Lynga
1804		NGC 6839	19 54 33	+17 56 18		6.0	1410	0.29	9.15	D14	-0.85	-3.28	196	K14						4-1-p-*	WEBDA	Lynga
1805		NGC 6840	19 55 18	+12 07 36		6.0	1970	0.25	9.11	D14	-0.65	1.01	103	K14							WEBDA	Lynga
